Temparature,Humidity,Moisture,SoilType,CropType,Nitrogen,Potassium,Phosphorous,WaterNeeded,FertilizerName
27.16,59.89,53.85,Black,Millets,13,0,33,30.89165625,DAP
33.73,70.72,33.03,Red,Maize,34,4,4,66.5286677,20-20
39.43,54.27,49.34,Sandy,Maize,15,0,41,68.0247282,17-17-17
26.07,69.48,54.33,Clayey,Oil seeds,6,8,14,24.625264,20-20
32.35,60.72,43.59,Red,Millets,17,0,25,52.3338134,20-20
34.2,76.61,35.31,Sandy,Sugarcane,10,5,32,80.82899058,20-20
34.55,55.64,37.76,Sandy,Barley,37,2,0,68.1752064,10/26/2026
20.22,58.88,39.39,Sandy,Sugarcane,25,0,22,57.676476,28-28
33.17,52.85,22.87,Sandy,Cotton,40,3,1,83.2217274,10/26/2026
37.79,67,32.71,Sandy,Paddy,38,0,0,111.5291376,DAP
27.98,60.54,46.23,Sandy,Maize,13,3,34,53.72203716,Urea
27.24,51.2,39.43,Sandy,Millets,10,14,21,57.3331392,28-28
34.9,57.7,66.08,Red,Wheat,34,0,0,33.935264,17-17-17
31.77,61.86,29.83,Loamy,Millets,7,0,10,57.967437,14-35-14
27.38,63.54,38.63,Loamy,Ground Nuts,21,0,26,44.793963,10/26/2026
30.85,61.14,54.1,Red,Sugarcane,34,0,0,53.2512981,14-35-14
34.43,53.83,67.15,Clayey,Maize,12,13,31,26.5794606,17-17-17
32.02,55.71,67.83,Clayey,Maize,14,6,27,24.39862876,20-20
30.87,48.15,28.62,Loamy,Oil seeds,41,0,3,62.575277,20-20
30.34,65.67,31.36,Sandy,Barley,15,19,14,64.1193696,DAP
39.88,61.95,47.99,Black,Ground Nuts,7,10,25,46.24027065,14-35-14
25.91,49.54,54.66,Loamy,Oil seeds,7,18,17,34.93447,Urea
26.43,46.63,42.08,Sandy,Maize,8,17,19,60.81565248,17-17-17
30.48,65.53,69.54,Black,Oil seeds,16,2,40,21.4363773,10/26/2026
36.97,55.81,41.5,Clayey,Ground Nuts,35,0,0,44.94438,DAP
27.63,60.94,44.64,Red,Paddy,7,3,39,68.3161776,28-28
24.24,45.83,31.62,Clayey,Paddy,3,16,11,62.0056164,28-28
36.09,59.96,40.07,Red,Wheat,38,0,4,60.781006,28-28
29.1,73.96,55.31,Clayey,Oil seeds,26,0,19,25.4625744,DAP
31.11,59.97,37.7,Red,Tobacco,8,18,21,67.6267746,DAP
22.24,53.86,57.32,Red,Ground Nuts,9,17,15,31.713374,Urea
27.82,55.13,42.05,Sandy,Tobacco,20,0,23,65.152026,Urea
39.12,70.65,46.22,Clayey,Maize,7,0,42,43.97332456,20-20
25.31,51.79,51.38,Clayey,Tobacco,27,0,17,34.8780432,10/26/2026
31.03,60.24,49.2,Sandy,Sugarcane,39,0,1,64.9358112,28-28
34.83,50.31,46.32,Sandy,Millets,11,0,10,60.8763408,20-20
37.71,79.73,38.27,Black,Paddy,8,0,43,71.29768703,DAP
24.45,67.55,32.45,Red,Ground Nuts,16,18,13,48.39113125,20-20
37.69,72,68.84,Sandy,Oil seeds,11,0,37,33.4209696,17-17-17
29.54,53.63,58.72,Clayey,Paddy,39,0,0,40.7507904,10/26/2026
29.25,48.93,39.46,Clayey,Paddy,35,0,3,61.0497468,20-20
26.75,59.07,20,Clayey,Barley,11,10,9,47.3376,20-20
22.76,48.63,20.61,Clayey,Sugarcane,13,2,40,58.79083548,10/26/2026
24.26,46.73,63.59,Clayey,Millets,14,8,19,21.8911484,28-28
31.35,50.33,31.43,Loamy,Tobacco,12,7,32,72.0272994,28-28
35.06,63.37,43.28,Sandy,Cotton,8,12,27,60.1923984,17-17-17
35.85,66.05,54.54,Loamy,Paddy,34,0,0,60.4674825,10/26/2026
35.75,63.33,35.33,Clayey,Oil seeds,42,4,0,46.4770356,28-28
24.06,50.18,49.03,Sandy,Millets,22,0,16,44.6680692,20-20
35.64,52.08,40.4,Black,Wheat,19,0,27,51.086736,14-35-14
30.3,48.94,35.02,Black,Ground Nuts,27,1,23,50.3705466,28-28
30.14,73.6,67.33,Red,Tobacco,21,0,20,31.68780912,DAP
33.84,63.74,29.44,Black,Cotton,10,8,26,54.4927824,DAP
31.5,63.37,26.54,Clayey,Wheat,11,0,44,47.7871992,DAP
31.37,66,54.39,Black,Millets,5,11,28,32.7324726,28-28
24.09,56.99,25.25,Red,Sugarcane,38,0,0,74.48803863,Urea
28.75,58.24,64.26,Clayey,Cotton,5,6,35,22.4104096,DAP
29.46,54.26,34.31,Clayey,Paddy,8,14,23,64.4734212,17-17-17
32.22,54.1,33.62,Red,Ground Nuts,21,1,15,63.8104302,14-35-14
29.28,59.35,30.16,Clayey,Cotton,10,22,12,44.0746272,14-35-14
25.75,50.81,43.31,Clayey,Barley,9,0,38,34.5106044,28-28
29.84,52.93,40.42,Clayey,Oil seeds,43,0,0,39.6635976,10/26/2026
31.58,72.67,27.01,Clayey,Maize,11,0,15,49.3456194,DAP
35.52,53.01,36.3,Clayey,Sugarcane,26,0,27,62.6275468,20-20
24.01,50.76,23.95,Clayey,Sugarcane,10,14,31,57.4524288,20-20
28.52,53.93,37.44,Black,Oil seeds,12,0,35,45.085428,14-35-14
27.56,69.63,55.59,Black,Barley,6,11,35,28.10020545,20-20
34.13,60.59,68.17,Red,Tobacco,13,7,19,36.95902254,Urea
35.28,59.92,52.55,Black,Oil seeds,11,12,28,38.69073,Urea
34.8,59.38,24.81,Red,Paddy,5,4,33,111.5454929,20-20
39.55,79.33,53.87,Red,Tobacco,35,3,0,54.45840246,Urea
27.27,70.2,48,Black,Sugarcane,21,0,22,42.247296,Urea
40,60.57,39.92,Black,Pulses,11,0,18,53.9178948,28-28
35,71.76,41.14,Clayey,Tobacco,13,4,39,47.53251072,28-28
32.67,72.64,62.88,Clayey,Millets,41,4,0,23.4657792,17-17-17
30.88,57.26,21.02,Clayey,Cotton,14,0,16,52.5248592,17-17-17
35.06,71.81,44.59,Red,Paddy,7,22,21,76.99482698,20-20
27.2,53.22,65.54,Black,Millets,37,0,3,24.1257906,14-35-14
31.64,57.41,46.37,Red,Oil seeds,11,14,16,49.89332975,14-35-14
23.83,54.44,52.12,Clayey,Cotton,3,13,11,26.9813376,10/26/2026
34.53,50.56,59.52,Red,Millets,6,12,33,41.7583584,14-35-14
32.26,46.78,65.84,Clayey,Oil seeds,37,4,0,24.9040064,28-28
33.72,54.76,55.49,Loamy,Millets,9,0,36,40.085706,DAP
31.51,61.78,30,Loamy,Cotton,37,0,0,57.491,14-35-14
39.52,68.5,46.86,Red,Maize,11,4,36,60.94940126,DAP
29.04,69.4,35.7,Loamy,Paddy,25,0,18,70.77501,14-35-14
29.36,57.52,28.75,Clayey,Barley,12,0,40,45.5772,DAP
31.55,55.2,56.98,Clayey,Millets,9,15,10,29.42568,17-17-17
30.73,58.57,39.43,Red,Paddy,11,0,6,82.12610588,20-20
21.81,44.3,53.45,Loamy,Maize,24,0,17,36.5962135,14-35-14
28.73,53.76,21.09,Red,Paddy,14,4,44,104.9163687,20-20
30.44,50.27,63.48,Clayey,Oil seeds,9,3,35,25.0512592,Urea
26.71,61.14,45.55,Sandy,Ground Nuts,19,0,17,47.60019,Urea
33.67,60.82,20.16,Clayey,Cotton,4,5,29,55.5239296,Urea
30.18,58.08,31.69,Red,Tobacco,17,2,14,73.32559344,10/26/2026
30.96,71.75,32,Black,Ground Nuts,8,3,39,46.53954,Urea
27.86,65.21,33.52,Sandy,Wheat,9,18,11,58.3282224,10/26/2026
23.48,62.95,44.68,Red,Wheat,40,3,1,39.8489322,Urea
25.76,59.69,42.9,Clayey,Paddy,9,9,25,49.11171,Urea
34.01,66.76,38.99,Sandy,Wheat,43,0,4,61.9666368,14-35-14
28.1,63.12,59.22,Clayey,Wheat,41,2,1,24.3505536,20-20
36.54,59.79,31.06,Sandy,Maize,17,4,19,84.79909548,DAP
36.4,64.47,41.6,Black,Pulses,11,3,6,47.600964,Urea
29.53,62.5,21.78,Black,Cotton,36,0,0,54.7766838,28-28
26.54,60.09,68.52,Clayey,Wheat,8,3,9,18.3931344,14-35-14
34.58,71.62,47.49,Black,Barley,0,12,30,39.3903765,DAP
31.48,62.41,24.55,Sandy,Sugarcane,14,0,34,96.2272701,17-17-17
34.25,73.85,41.28,Black,Barley,10,22,18,43.110756,17-17-17
25.08,62.43,46.48,Loamy,Oil seeds,22,1,21,36.899364,20-20
28.44,55.65,65.23,Sandy,Pulses,38,2,0,32.9849082,28-28
25.89,50.14,30.58,Red,Cotton,33,0,1,58.5772902,28-28
32.12,77.32,23.3,Black,Millets,7,3,37,52.172874,17-17-17
34.41,61.06,44.38,Clayey,Barley,1,6,29,39.2855184,28-28
34.19,62.08,20,Black,Paddy,8,6,27,94.3272,10/26/2026
38.22,57.94,50.07,Sandy,Paddy,6,0,12,87.6001878,17-17-17
27.87,55.62,31.24,Loamy,Ground Nuts,12,0,42,53.584668,20-20
27.56,65.73,22.89,Sandy,Tobacco,3,12,17,80.23079592,28-28
28.02,48.4,57.89,Sandy,Maize,16,0,30,45.49092768,10/26/2026
24.06,59.62,70,Red,Sugarcane,17,0,32,29.30499,10/26/2026
23.7,61.92,38.39,Clayey,Maize,8,3,33,36.02164192,Urea
26.86,65.22,55.92,Red,Millets,5,15,12,34.4798168,20-20
33.41,52.42,48.93,Red,Tobacco,17,0,20,61.08237564,DAP
24.1,54.53,37.08,Black,Paddy,42,3,0,60.2536077,Urea
30.76,52.1,45.25,Clayey,Ground Nuts,10,0,38,37.43586,10/26/2026
33.33,67.32,54.05,Red,Maize,14,0,38,46.147585,Urea
32.57,60.04,49.72,Black,Ground Nuts,9,0,31,38.5185024,10/26/2026
33.14,49.74,33.96,Red,Ground Nuts,15,21,16,66.4038804,17-17-17
36.86,63.61,26.57,Clayey,Oil seeds,19,0,24,53.9945476,20-20
31.44,53.24,45.64,Sandy,Oil seeds,19,0,20,56.2691232,Urea
24.61,49.42,45.94,Black,Millets,39,4,4,36.2520954,20-20
31.16,52.39,22.68,Loamy,Maize,44,1,0,73.251035,28-28
31.73,64.39,55.77,Black,Oil seeds,6,11,25,32.34915855,28-28
27.73,55.39,44.28,Black,Tobacco,34,3,4,46.79711064,Urea
29.91,67.67,41.74,Sandy,Wheat,27,0,21,53.1226332,DAP
28.48,69.72,42.47,Clayey,Millets,44,0,2,33.183304,20-20
26.37,52.84,20,Clayey,Wheat,4,7,28,48.8448,20-20
37.29,68.48,37.23,Clayey,Cotton,38,0,0,45.3651344,20-20
27.28,49.29,53.75,Loamy,Ground Nuts,27,1,15,36.9606875,17-17-17
28.54,52.41,56.61,Sandy,Maize,9,13,29,46.3209945,17-17-17
35.52,58.55,37.93,Loamy,Oil seeds,22,2,21,56.9585355,28-28
34.31,59.99,45.08,Red,Cotton,12,2,39,53.540135,20-20
22.21,52.71,52.42,Clayey,Sugarcane,12,0,12,33.68074008,28-28
32.06,70.94,66.54,Black,Tobacco,5,0,11,28.4215932,Urea
39.45,61.53,28.76,Loamy,Sugarcane,15,0,39,90.8847862,14-35-14
28.44,52.58,36.69,Black,Barley,6,18,21,45.9193761,Urea
24.39,61.39,39.84,Sandy,Barley,18,0,21,49.1519232,14-35-14
27.7,55.99,39.51,Clayey,Wheat,35,0,0,37.4578276,Urea
27.84,67.18,46.95,Black,Cotton,18,0,17,34.4193705,10/26/2026
24.56,58.5,32.41,Clayey,Oil seeds,17,0,23,37.7801064,17-17-17
32.07,67.78,33.63,Clayey,Wheat,18,0,18,42.60954,28-28
31.04,52.32,62.57,Loamy,Sugarcane,10,8,26,41.8078128,17-17-17
24.82,49.2,36.28,Clayey,Paddy,7,0,18,57.3785856,17-17-17
29.17,47.64,58.77,Clayey,Oil seeds,38,4,0,27.8780768,DAP
22.49,53.29,40.75,Loamy,Ground Nuts,24,3,27,40.4884875,17-17-17
30.17,51.2,34.47,Black,Ground Nuts,7,9,16,49.9771098,28-28
29.86,52.39,28.29,Loamy,Sugarcane,10,0,44,77.86451075,Urea
26.36,64.53,20,Black,Sugarcane,0,21,19,65.94588,17-17-17
29.94,57.63,50.05,Loamy,Pulses,9,13,18,40.4919675,10/26/2026
24.42,60.92,38.85,Sandy,Tobacco,9,11,14,60.2126928,DAP
35.93,62.74,49.08,Sandy,Ground Nuts,7,2,39,55.2930096,10/26/2026
28.33,55.61,32.04,Clayey,Cotton,39,3,0,42.8718864,14-35-14
32.95,64.98,33.74,Clayey,Maize,26,0,25,48.63537008,14-35-14
25.86,69.87,40.56,Clayey,Barley,8,0,39,31.7576032,10/26/2026
32.74,52.59,32.29,Sandy,Pulses,19,3,21,72.4645962,14-35-14
27.17,60.75,56.14,Red,Ground Nuts,10,10,32,35.6851539,Urea
24.86,49.39,31.93,Red,Paddy,31,4,0,84.26470388,17-17-17
40,74.58,50.59,Black,Oil seeds,44,0,0,41.2272099,10/26/2026
26.12,62.49,63.64,Sandy,Barley,18,2,33,30.9765384,DAP
29,56.76,20,Sandy,Cotton,12,0,39,76.4352,Urea
32.73,57.84,40.73,Sandy,Oil seeds,24,0,19,61.5507096,20-20
29.99,62.67,29.97,Sandy,Millets,14,0,40,66.0901122,Urea
26.67,56.31,37.51,Red,Maize,23,0,19,56.84955887,20-20
33.3,67.48,42.24,Loamy,Barley,9,0,32,47.859936,17-17-17
35.44,66.64,32.53,Sandy,Paddy,11,0,42,106.3381176,17-17-17
33.13,57.08,25.06,Black,Oil seeds,10,3,40,59.1636312,Urea
35.11,62.94,34.46,Sandy,Pulses,15,0,36,69.8001,Urea
29.01,61.71,48.57,Sandy,Paddy,13,0,14,71.4347271,Urea
38.94,75.61,49.89,Clayey,Maize,34,0,0,39.7201926,DAP
30.55,51.34,42.6,Black,Sugarcane,9,0,7,57.3730794,17-17-17
28.16,58.55,25.26,Clayey,Barley,18,1,15,46.0667464,20-20
40,64.09,46.49,Sandy,Tobacco,4,4,29,75.47863752,Urea
29.35,62.25,39.85,Loamy,Ground Nuts,12,4,5,46.6613625,Urea
26.48,62.9,33.45,Sandy,Oil seeds,9,15,16,57.107886,DAP
27.66,47.56,41.75,Black,Ground Nuts,11,1,9,42.747345,10/26/2026
35.72,68.72,25.91,Red,Wheat,21,0,18,70.9693292,20-20
28.79,48.06,37.93,Loamy,Wheat,36,0,3,51.859485,28-28
34.17,58.77,44.38,Sandy,Sugarcane,43,3,1,77.18376276,28-28
26.8,44.21,38.52,Sandy,Ground Nuts,23,4,15,60.1237512,14-35-14
28.95,59.12,26.9,Black,Wheat,33,0,1,51.539886,10/26/2026
32.83,68.78,37.84,Sandy,Wheat,38,1,0,60.6209184,10/26/2026
25.25,45.43,65.6,Black,Cotton,35,0,4,24.082236,14-35-14
30.33,62.51,68.4,Sandy,Tobacco,28,4,22,36.1324512,20-20
32.02,63.85,28.71,Red,Maize,39,1,4,70.83313804,17-17-17
31.17,55.69,40.48,Loamy,Wheat,35,0,3,50.291424,17-17-17
28.93,70.5,64.49,Black,Maize,10,16,18,25.52597289,10/26/2026
30.87,63.26,31.49,Black,Cotton,25,4,19,49.3950249,28-28
25.69,62.47,65.56,Black,Paddy,38,0,0,32.6132163,17-17-17
28.09,62.05,41.9,Red,Wheat,7,4,9,48.0315605,14-35-14
32.56,65.99,36.24,Loamy,Ground Nuts,14,4,18,52.3629,20-20
30.46,54.2,26.28,Black,Cotton,11,7,32,55.6128936,10/26/2026
35.65,66.09,33.49,Black,Oil seeds,17,0,23,52.82856045,20-20
29.94,55.21,52.74,Red,Barley,19,1,25,42.7714815,DAP
21.71,49.72,30.07,Black,Paddy,15,14,10,64.7244108,Urea
26.09,61.38,37.05,Black,Tobacco,8,10,17,48.6031914,20-20
31.74,68.91,47.96,Clayey,Millets,38,0,3,32.899688,28-28
38.84,61.78,60.96,Loamy,Maize,14,0,34,41.5654976,Urea
30.25,53.77,39.07,Clayey,Cotton,18,0,17,40.7572956,DAP
32.22,67.1,64.91,Red,Ground Nuts,9,2,36,31.2227311,28-28
26.13,55.16,61.36,Black,Pulses,16,0,39,25.9707168,DAP
37.33,62.07,24.59,Sandy,Wheat,12,2,43,84.723135,10/26/2026
31.94,43.31,56.99,Red,Cotton,14,0,14,43.63256975,20-20
28.23,54.78,46.69,Sandy,Pulses,36,0,0,50.5826604,14-35-14
30.54,45.68,27.66,Loamy,Pulses,11,0,35,63.832816,20-20
30.6,55.38,35.35,Loamy,Paddy,2,23,17,80.9838225,DAP
39.13,73.24,41.33,Loamy,Maize,9,3,42,59.1417068,28-28
25.75,61.91,33.57,Clayey,Wheat,20,0,17,37.4904348,Urea
29.99,60.85,46.92,Loamy,Barley,25,0,18,42.227794,20-20
40,68.84,70,Red,Millets,10,0,38,31.5414,10/26/2026
31.08,51.34,55.35,Clayey,Oil seeds,15,1,7,30.894228,28-28
28.77,51.58,35.29,Clayey,Pulses,33,0,0,42.32034,Urea
40,64.69,54.83,Loamy,Sugarcane,8,8,25,57.34399255,DAP
27.43,51.19,59.36,Sandy,Tobacco,11,0,37,46.38714624,17-17-17
32.79,45.26,26.63,Loamy,Wheat,38,0,0,68.197415,10/26/2026
31.04,71.72,53.87,Clayey,Paddy,12,12,7,42.1923432,14-35-14
25.99,51.27,38.05,Loamy,Maize,25,0,15,52.02530025,DAP
38.25,61.62,25.91,Loamy,Tobacco,9,1,11,85.0760652,20-20
25.03,59.25,46.72,Red,Tobacco,7,11,15,49.53665376,Urea
22.52,59.32,31.39,Black,Sugarcane,36,0,3,52.48294506,17-17-17
26.12,56.29,67,Loamy,Maize,10,0,6,26.896485,14-35-14
26.09,50.71,44.3,Black,Pulses,12,4,34,38.5123725,28-28
38.53,69.75,61.48,Clayey,Paddy,13,0,36,42.6115944,10/26/2026
28.93,60.61,46.4,Sandy,Sugarcane,38,0,0,64.8483888,17-17-17
29.51,57.86,47.6,Black,Barley,17,4,11,37.770444,20-20
33.95,69.5,26.36,Red,Cotton,15,2,38,67.354826,20-20
30.99,47.42,57.98,Clayey,Sugarcane,5,3,10,38.57469616,28-28
32.26,54.9,62.24,Sandy,Maize,7,0,36,43.39847424,Urea
31.83,67.7,37.31,Red,Barley,3,17,17,55.0361779,14-35-14
31.94,61.1,52.49,Loamy,Pulses,14,0,36,39.590083,Urea
26.53,58.97,45.49,Black,Sugarcane,20,1,25,46.92370703,10/26/2026
28.16,49.51,36.1,Sandy,Ground Nuts,32,3,1,62.544042,10/26/2026
38.8,63.61,68.24,Black,Sugarcane,12,0,37,35.59665564,Urea
21.85,44,49.66,Clayey,Cotton,11,10,17,28.875024,14-35-14
35,65.39,37.65,Loamy,Sugarcane,18,2,44,70.76506775,DAP
31.91,54.59,63.99,Loamy,Pulses,13,10,10,31.1576525,14-35-14
26.67,55.69,30.74,Loamy,Cotton,23,4,22,52.287837,10/26/2026
26.68,54.5,38.68,Loamy,Tobacco,9,0,13,56.0047824,17-17-17
29.19,60.94,42,Red,Oil seeds,27,3,15,49.70658,20-20
22.27,59.9,51.79,Clayey,Ground Nuts,12,2,11,24.9110712,20-20
37.63,71.29,50.14,Red,Cotton,20,4,22,49.1502429,10/26/2026
33.13,70.61,42.85,Loamy,Wheat,18,11,10,46.2657825,DAP
28.6,56.17,57.59,Clayey,Ground Nuts,35,0,4,26.8421372,Urea
34.35,60.57,46.46,Sandy,Pulses,23,0,24,56.8048692,28-28
23.82,53.92,33.92,Clayey,Pulses,46,0,3,37.3642752,Urea
27.76,52.38,36.17,Loamy,Oil seeds,22,3,20,50.636339,17-17-17
24.68,43.45,57.28,Loamy,Paddy,5,0,18,49.748508,20-20
24.1,45.69,20.64,Red,Oil seeds,35,0,1,65.7819008,DAP
30.87,65.28,46.28,Clayey,Oil seeds,6,12,12,33.994016,Urea
33.69,71.85,50.83,Sandy,Millets,31,0,0,48.0617082,28-28
33.65,65.32,70,Clayey,Millets,17,2,37,20.3136,14-35-14
30.33,44.11,26.82,Black,Ground Nuts,14,0,13,58.3570251,DAP
29.74,63.49,44.31,Sandy,Wheat,21,4,26,51.9487458,28-28
26.3,54.13,34.21,Sandy,Pulses,15,0,37,59.6333718,17-17-17
24.96,44.47,66.11,Sandy,Sugarcane,8,0,9,41.07081654,17-17-17
33.57,60.78,51.96,Red,Paddy,16,0,37,68.763255,10/26/2026
33.5,56.07,54.11,Clayey,Oil seeds,14,0,14,32.6608308,10/26/2026
30.24,61.77,37.68,Loamy,Tobacco,14,0,16,59.5243248,20-20
37.62,69.05,44.74,Red,Pulses,5,9,31,55.1420199,DAP
25.79,60.67,43.34,Clayey,Paddy,36,0,0,48.4409004,DAP
30.35,60.18,63.97,Sandy,Millets,35,4,1,34.8525396,DAP
31.38,51.49,61.27,Red,Paddy,6,3,38,55.60650068,14-35-14
29.28,71.07,35.67,Black,Sugarcane,12,3,41,54.96306953,Urea
31,57.54,48.96,Red,Barley,5,10,26,46.7286512,DAP
33.3,68.18,47.51,Clayey,Ground Nuts,14,18,8,34.6475992,14-35-14
22.85,55.1,29.09,Red,Oil seeds,13,1,43,53.1576815,14-35-14
33.98,62.99,50.43,Sandy,Barley,10,0,9,51.4328406,20-20
28.82,62.48,20,Black,Millets,14,0,10,55.008,14-35-14
29.99,66.83,47.07,Loamy,Paddy,9,0,37,60.78878175,Urea
34.18,67.07,58.67,Loamy,Tobacco,19,3,39,42.069807,17-17-17
40,67.75,56.43,Loamy,Barley,38,4,0,41.8816625,14-35-14
32.67,56.77,40.22,Clayey,Maize,38,0,0,45.74389512,17-17-17
22.13,50.96,59.06,Clayey,Cotton,8,0,10,22.5268256,Urea
24.84,53.53,34.79,Sandy,Millets,19,14,6,57.0574458,17-17-17
30.24,58.88,49.24,Loamy,Tobacco,20,0,23,49.3630848,14-35-14
25.81,58.56,40.21,Black,Wheat,20,1,19,38.9268774,Urea
34.23,69.79,65.57,Clayey,Paddy,12,0,40,34.5257154,17-17-17
28.67,57.67,21,Clayey,Millets,40,0,1,49.61516,20-20
30.8,55.01,25,Black,Oil seeds,35,0,0,56.764125,17-17-17
31.14,57.5,63.08,Loamy,Cotton,35,0,0,30.839276,DAP
33.11,67.57,32.21,Loamy,Wheat,4,12,30,55.8826865,DAP
31.43,63.1,43.59,Black,Pulses,7,6,29,41.2802739,14-35-14
29.73,59.06,69.92,Sandy,Millets,5,14,31,28.8515328,DAP
21.23,46.1,36.59,Black,Ground Nuts,8,10,15,39.6115929,14-35-14
28.01,50.89,20,Loamy,Millets,10,0,39,64.46,20-20
23.56,57.65,42.16,Red,Cotton,30,0,0,43.4520108,DAP
32.72,58.96,60.48,Black,Pulses,37,1,3,30.5742528,20-20
31.16,48.63,20.19,Sandy,Oil seeds,37,0,1,84.2841486,28-28
29.76,64.65,52.47,Red,Oil seeds,28,0,17,40.35986185,10/26/2026
36.17,68.75,32.62,Black,Cotton,38,0,0,53.3437353,14-35-14
26.1,47.54,20.66,Loamy,Cotton,11,2,11,62.226362,20-20
33.77,48.38,32.49,Loamy,Cotton,6,11,20,63.020585,14-35-14
25.64,55.98,37.32,Red,Maize,27,0,19,55.58518812,14-35-14
21.73,48.03,43.37,Sandy,Maize,4,14,15,51.91124862,20-20
28.89,46.84,27.93,Loamy,Wheat,26,0,16,60.798252,14-35-14
33.59,51.12,39.54,Black,Wheat,18,4,43,49.8541068,17-17-17
26.21,66.15,51,Red,Wheat,10,10,11,37.376955,20-20
39.86,71.81,57.26,Red,Oil seeds,36,0,0,44.1061841,20-20
26.38,63.29,52.18,Clayey,Ground Nuts,21,4,20,27.2057544,14-35-14
25.54,62.93,36.09,Loamy,Paddy,40,3,0,66.73641975,14-35-14
27.38,60.32,50.76,Sandy,Pulses,5,13,26,44.079648,14-35-14
23.59,52.26,42.23,Sandy,Sugarcane,20,1,25,64.0311126,20-20
33.97,49.49,35.62,Clayey,Maize,12,0,13,52.79906808,14-35-14
33.16,51.42,47.39,Loamy,Cotton,10,3,5,47.669921,17-17-17
25.25,46.12,56.39,Black,Cotton,36,4,1,30.3944256,Urea
28.82,61.5,42.75,Clayey,Ground Nuts,18,1,11,35.21562,DAP
30.93,67.78,70,Black,Ground Nuts,10,9,24,21.0519,Urea
34.27,65.79,45.96,Black,Oil seeds,16,0,13,41.6543022,10/26/2026
28.52,52.04,64.54,Black,Paddy,35,4,0,38.7850842,Urea
26.18,60.1,34.98,Loamy,Cotton,20,0,20,47.015962,DAP
30.19,67,24.65,Sandy,Cotton,10,0,37,69.514896,20-20
26.15,56.28,48.04,Black,Cotton,18,0,20,34.6801824,28-28
26.51,50.62,55.85,Sandy,Maize,10,6,27,45.2878338,DAP
32.89,53.28,63.35,Black,Millets,12,3,42,29.402829,Urea
31.36,66.66,46.26,Clayey,Ground Nuts,18,0,23,34.1313488,17-17-17
25.37,51.4,67.69,Red,Ground Nuts,13,0,35,26.6699664,20-20
29.14,67.8,49.49,Red,Paddy,20,0,26,61.9894077,10/26/2026
29.89,71.8,41.42,Loamy,Paddy,16,0,34,64.918356,DAP
30.69,55.65,63.02,Clayey,Cotton,11,8,34,24.7189112,Urea
31.52,67.58,32.04,Sandy,Ground Nuts,3,7,27,64.62996,DAP
26.01,41.55,61.19,Black,Ground Nuts,39,0,0,28.37806605,Urea
30.43,55.84,34.76,Sandy,Paddy,15,0,36,97.3981008,20-20
32.51,62.88,48.48,Loamy,Sugarcane,22,1,18,55.9785408,Urea
27.22,49.1,27.15,Clayey,Oil seeds,2,11,21,46.559892,28-28
36.5,68.47,38.52,Red,Cotton,11,13,30,60.0299942,Urea
21.59,54.14,68.42,Loamy,Barley,14,0,13,20.877538,DAP
30.75,52.41,36.1,Clayey,Oil seeds,21,1,25,43.602804,14-35-14
27.98,51.57,32.44,Sandy,Sugarcane,40,3,4,84.4993188,10/26/2026
33.96,52.94,35.23,Sandy,Wheat,19,2,18,71.078598,Urea
27.85,52.65,33.33,Clayey,Wheat,24,0,13,42.33545,20-20
26.51,63.74,20,Clayey,Wheat,16,0,41,45.536,28-28
29.01,58.45,25.72,Red,Barley,17,0,36,64.3818186,Urea
31.19,57.06,56.73,Red,Wheat,10,11,32,39.9100845,14-35-14
24.32,46.37,64.36,Sandy,Ground Nuts,13,8,10,32.2705944,DAP
27.82,58.73,41.49,Loamy,Ground Nuts,11,4,17,44.6285025,20-20
29.29,73.05,60.5,Sandy,Tobacco,12,0,14,40.984884,17-17-17
33.05,59.1,34.65,Loamy,Wheat,4,7,27,56.560425,28-28
30.4,60.08,37.04,Loamy,Ground Nuts,41,2,0,50.846496,10/26/2026
26.8,53.34,39.36,Red,Tobacco,12,0,14,61.57846464,Urea
33.99,56.59,20.08,Sandy,Maize,15,0,35,94.61265264,14-35-14
22.1,47.1,47.6,Loamy,Oil seeds,18,1,27,37.0206,20-20
31.57,49.29,48.02,Sandy,Millets,20,0,20,55.1996412,17-17-17
37.51,57.76,60.62,Black,Paddy,9,6,32,51.1109082,10/26/2026
30.49,61.62,43.88,Clayey,Wheat,21,0,21,35.9931232,DAP
33.16,70.77,55.48,Sandy,Tobacco,14,1,43,51.88645728,10/26/2026
25.11,67.21,30.73,Clayey,Ground Nuts,7,0,17,36.9153684,10/26/2026
32.74,60.15,33.03,Black,Wheat,6,0,32,51.47615565,Urea
27.57,60.24,46.64,Black,Ground Nuts,9,10,19,36.0276048,17-17-17
22.71,50.4,40.46,Black,Pulses,27,2,24,37.6280892,Urea
28.32,57.04,36.82,Black,Pulses,36,2,0,44.4205944,DAP
38.64,60.03,32.44,Sandy,Cotton,38,3,0,78.8546808,28-28
30.56,52.13,44.67,Clayey,Pulses,20,0,16,37.6487452,10/26/2026
27.2,46.67,31.41,Clayey,Cotton,9,0,17,44.4819868,10/26/2026
29.09,44.8,44.98,Black,Millets,31,0,0,42.4765404,17-17-17
27.56,50.27,33.38,Black,Maize,9,17,17,52.75314693,20-20
29.91,71.44,52.85,Loamy,Millets,5,23,25,34.93815,Urea
